text,Label,text_cleaning,text_casefolding,text_tokenizing,text_normalizing,text_SR,text_stemming
"Pembelajaran jarak jauh berdampak pada penurunan kompentensi siswa, untuk itu pembelajaran Tatap Muka Terbatas untuk kurangi penurunan kompetensi 

___
@jokowi #IndonesiaMaju https://t.co/kJx14s2fJi",Negatif,Pembelajaran jarak jauh berdampak pada penurunan kompentensi siswa untuk itu pembelajaran Tatap Muka Terbatas untuk kurangi penurunan kompetensi,pembelajaran jarak jauh berdampak pada penurunan kompentensi siswa untuk itu pembelajaran tatap muka terbatas untuk kurangi penurunan kompetensi,"['pembelajaran', 'jarak', 'jauh', 'berdampak', 'pada', 'penurunan', 'kompentensi', 'siswa', 'untuk', 'itu', 'pembelajaran', 'tatap', 'muka', 'terbatas', 'untuk', 'kurangi', 'penurunan', 'kompetensi']","['pembelajaran', 'jarak', 'jauh', 'berdampak', 'pada', 'penurunan', 'kompentensi', 'siswa', 'untuk', 'itu', 'pembelajaran', 'tatap', 'muka', 'terbatas', 'untuk', 'kurangi', 'penurunan', 'kompetensi']","['pembelajaran', 'jarak', 'berdampak', 'penurunan', 'kompentensi', 'siswa', 'pembelajaran', 'tatap', 'muka', 'terbatas', 'kurangi', 'penurunan', 'kompetensi']",ajar jarak dampak turun kompentensi siswa ajar tatap muka batas kurang turun kompetensi
"Asyik ya belajarnya !
Tenaga pendidik diasah terus ini dengan penggunaan teknologi untuk mendukung pembelajaran jarak jauh.
Ada dua tipe tenaga pendidik.
Yang menyerah buat belajar dan yang mau terus belajar. https://t.co/U6Ek202CAn",Positif,Asyik ya belajarnya Tenaga pendidik diasah terus ini dengan penggunaan teknologi untuk mendukung pembelajaran jarak jauh Ada dua tipe tenaga pendidik Yang menyerah buat belajar dan yang mau terus belajar,asyik ya belajarnya tenaga pendidik diasah terus ini dengan penggunaan teknologi untuk mendukung pembelajaran jarak jauh ada dua tipe tenaga pendidik yang menyerah buat belajar dan yang mau terus belajar,"['asyik', 'ya', 'belajarnya', 'tenaga', 'pendidik', 'diasah', 'terus', 'ini', 'dengan', 'penggunaan', 'teknologi', 'untuk', 'mendukung', 'pembelajaran', 'jarak', 'jauh', 'ada', 'dua', 'tipe', 'tenaga', 'pendidik', 'yang', 'menyerah', 'buat', 'belajar', 'dan', 'yang', 'mau', 'terus', 'belajar']","['asyik', 'ya', 'belajarnya', 'tenaga', 'pendidik', 'diasah', 'terus', 'ini', 'dengan', 'penggunaan', 'teknologi', 'untuk', 'mendukung', 'pembelajaran', 'jarak', 'jauh', 'ada', 'dua', 'tipe', 'tenaga', 'pendidik', 'yang', 'menyerah', 'buat', 'belajar', 'dan', 'yang', 'mau', 'terus', 'belajar']","['asyik', 'belajarnya', 'tenaga', 'pendidik', 'diasah', 'penggunaan', 'teknologi', 'mendukung', 'pembelajaran', 'jarak', 'tipe', 'tenaga', 'pendidik', 'menyerah', 'belajar', 'belajar']",asyik ajar tenaga didik asah guna teknologi dukung ajar jarak tipe tenaga didik serah ajar ajar
"Harus diakui bahwa pembelajaran jarak jauh atau daring juga menyimpan banyak kelemahan,salah satunya adalah daya serap materi siswa didik..... https://t.co/YEEfVlQKo8",Negatif,Harus diakui bahwa pembelajaran jarak jauh atau daring juga menyimpan banyak kelemahansalah satunya adalah daya serap materi siswa didik,harus diakui bahwa pembelajaran jarak jauh atau daring juga menyimpan banyak kelemahansalah satunya adalah daya serap materi siswa didik,"['harus', 'diakui', 'bahwa', 'pembelajaran', 'jarak', 'jauh', 'atau', 'daring', 'juga', 'menyimpan', 'banyak', 'kelemahansalah', 'satunya', 'adalah', 'daya', 'serap', 'materi', 'siswa', 'didik']","['harus', 'diakui', 'bahwa', 'pembelajaran', 'jarak', 'jauh', 'atau', 'daring', 'juga', 'menyimpan', 'banyak', 'kelemahansalah', 'satunya', 'adalah', 'daya', 'serap', 'materi', 'siswa', 'didik']","['diakui', 'pembelajaran', 'jarak', 'daring', 'menyimpan', 'kelemahansalah', 'satunya', 'daya', 'serap', 'materi', 'siswa', 'didik']",aku ajar jarak daring simpan kelemahansalah satu daya serap materi siswa didik
"Pembelajaran Jarak Jauh yang selama ini diterapkan selama Pandemi Covid-19, menimbulkan tantangan tersendiri, baik bagi para pengajar, murid, dan orang tua siswa",Positif,Pembelajaran Jarak Jauh yang selama ini diterapkan selama Pandemi Covid menimbulkan tantangan tersendiri baik bagi para pengajar murid dan orang tua siswa,pembelajaran jarak jauh yang selama ini diterapkan selama pandemi covid menimbulkan tantangan tersendiri baik bagi para pengajar murid dan orang tua siswa,"['pembelajaran', 'jarak', 'jauh', 'yang', 'selama', 'ini', 'diterapkan', 'selama', 'pandemi', 'covid', 'menimbulkan', 'tantangan', 'tersendiri', 'baik', 'bagi', 'para', 'pengajar', 'murid', 'dan', 'orang', 'tua', 'siswa']","['pembelajaran', 'jarak', 'jauh', 'yang', 'selama', 'ini', 'diterapkan', 'selama', 'pandemi', 'covid', 'menimbulkan', 'tantangan', 'tersendiri', 'baik', 'bagi', 'para', 'pengajar', 'murid', 'dan', 'orang', 'tua', 'siswa']","['pembelajaran', 'jarak', 'diterapkan', 'pandemi', 'covid', 'menimbulkan', 'tantangan', 'tersendiri', 'pengajar', 'murid', 'orang', 'tua', 'siswa']",ajar jarak terap pandemi covid timbul tantang sendiri ajar murid orang tua siswa
"@galactre @schfess Kalo gedungnya sii ada, buat wisudanya juga di gedung nya kok kayaknya

Tapi rata-rata selama kuliah disitu lebih ke pembelajaran jarak jauh gitu makanya fleksibel wkwkwk biasanya buat yg sambil kerja gitu sih 
cmiiw ya",Positif,Kalo gedungnya sii ada buat wisudanya juga di gedung nya kok kayaknya Tapi ratarata selama kuliah disitu lebih ke pembelajaran jarak jauh gitu makanya fleksibel wkwkwk biasanya buat yg sambil kerja gitu sih cmiiw ya,kalo gedungnya sii ada buat wisudanya juga di gedung nya kok kayaknya tapi ratarata selama kuliah disitu lebih ke pembelajaran jarak jauh gitu makanya fleksibel wkwkwk biasanya buat yg sambil kerja gitu sih cmiiw ya,"['kalo', 'gedungnya', 'sii', 'ada', 'buat', 'wisudanya', 'juga', 'di', 'gedung', 'nya', 'kok', 'kayaknya', 'tapi', 'ratarata', 'selama', 'kuliah', 'disitu', 'lebih', 'ke', 'pembelajaran', 'jarak', 'jauh', 'gitu', 'makanya', 'fleksibel', 'wkwkwk', 'biasanya', 'buat', 'yg', 'sambil', 'kerja', 'gitu', 'sih', 'cmiiw', 'ya']","['kalau', 'gedungnya', 'sii', 'ada', 'buat', 'wisudanya', 'juga', 'di', 'gedung', 'nya', 'kok', 'kayaknya', 'tetapi', 'ratarata', 'selama', 'kuliah', 'disitu', 'lebih', 'ke', 'pembelajaran', 'jarak', 'jauh', 'begitu', 'makanya', 'fleksibel', 'wkwkwk', 'biasanya', 'buat', 'yang', 'sambil', 'kerja', 'begitu', 'sih', 'cmiiw', 'ya']","['gedungnya', 'sii', 'wisudanya', 'gedung', 'kayaknya', 'ratarata', 'kuliah', 'disitu', 'pembelajaran', 'jarak', 'fleksibel', 'wkwkwk', 'kerja', 'cmiiw']",gedung sii wisuda gedung kayak ratarata kuliah situ ajar jarak fleksibel wkwkwk kerja cmiiw
"Sejak Covid-19 menyebar ke seluruh provinsi di Indonesia, Pemerintah bersama Kementerian Pendidikan dan Kebudayaan memutuskan untuk melaksanakan kegiatan Pembelajaran Jarak Jauh (PJJ) melalui internet. Hal ini bertujuan untuk mengurangi resiko penyebaran virus corona https://t.co/8wSnTGDqif",Positif,Sejak Covid menyebar ke seluruh provinsi di Indonesia Pemerintah bersama Kementerian Pendidikan dan Kebudayaan memutuskan untuk melaksanakan kegiatan Pembelajaran Jarak Jauh PJJ melalui internet Hal ini bertujuan untuk mengurangi resiko penyebaran virus corona,sejak covid menyebar ke seluruh provinsi di indonesia pemerintah bersama kementerian pendidikan dan kebudayaan memutuskan untuk melaksanakan kegiatan pembelajaran jarak jauh pjj melalui internet hal ini bertujuan untuk mengurangi resiko penyebaran virus corona,"['sejak', 'covid', 'menyebar', 'ke', 'seluruh', 'provinsi', 'di', 'indonesia', 'pemerintah', 'bersama', 'kementerian', 'pendidikan', 'dan', 'kebudayaan', 'memutuskan', 'untuk', 'melaksanakan', 'kegiatan', 'pembelajaran', 'jarak', 'jauh', 'pjj', 'melalui', 'internet', 'hal', 'ini', 'bertujuan', 'untuk', 'mengurangi', 'resiko', 'penyebaran', 'virus', 'corona']","['sejak', 'covid', 'menyebar', 'ke', 'seluruh', 'provinsi', 'di', 'indonesia', 'pemerintah', 'bersama', 'kementerian', 'pendidikan', 'dan', 'kebudayaan', 'memutuskan', 'untuk', 'melaksanakan', 'kegiatan', 'pembelajaran', 'jarak', 'jauh', 'pjj', 'melalui', 'internet', 'hal', 'ini', 'bertujuan', 'untuk', 'mengurangi', 'resiko', 'penyebaran', 'virus', 'corona']","['covid', 'menyebar', 'provinsi', 'indonesia', 'pemerintah', 'kementerian', 'pendidikan', 'kebudayaan', 'memutuskan', 'melaksanakan', 'kegiatan', 'pembelajaran', 'jarak', 'pjj', 'internet', 'bertujuan', 'mengurangi', 'resiko', 'penyebaran', 'virus', 'corona']",covid sebar provinsi indonesia perintah menteri didik budaya putus laksana giat ajar jarak pjj internet tuju kurang resiko sebar virus corona
"RT @smartvidoran: Bun, menjadi Ibu di masa sekarang ini bukanlah hal yang mudah. Membagi peran antara pekerjaan, mengurus rumah dan jadwal sekolah dari rumah (Pembelajaran Jarak Jauh) tentu cukup merepotkan ya? https://t.co/iXp8VoWrSg",Negatif,RT Bun menjadi Ibu di masa sekarang ini bukanlah hal yang mudah Membagi peran antara pekerjaan mengurus rumah dan jadwal sekolah dari rumah Pembelajaran Jarak Jauh tentu cukup merepotkan ya,rt bun menjadi ibu di masa sekarang ini bukanlah hal yang mudah membagi peran antara pekerjaan mengurus rumah dan jadwal sekolah dari rumah pembelajaran jarak jauh tentu cukup merepotkan ya,"['rt', 'bun', 'menjadi', 'ibu', 'di', 'masa', 'sekarang', 'ini', 'bukanlah', 'hal', 'yang', 'mudah', 'membagi', 'peran', 'antara', 'pekerjaan', 'mengurus', 'rumah', 'dan', 'jadwal', 'sekolah', 'dari', 'rumah', 'pembelajaran', 'jarak', 'jauh', 'tentu', 'cukup', 'merepotkan', 'ya']","['rt', 'bun', 'menjadi', 'ibu', 'di', 'masa', 'sekarang', 'ini', 'bukanlah', 'hal', 'yang', 'mudah', 'membagi', 'peran', 'antara', 'pekerjaan', 'mengurus', 'rumah', 'dan', 'jadwal', 'sekolah', 'dari', 'rumah', 'pembelajaran', 'jarak', 'jauh', 'tentu', 'cukup', 'merepotkan', 'ya']","['bun', 'mudah', 'membagi', 'peran', 'pekerjaan', 'mengurus', 'rumah', 'jadwal', 'sekolah', 'rumah', 'pembelajaran', 'jarak', 'merepotkan']",bun mudah bagi peran kerja urus rumah jadwal sekolah rumah ajar jarak repot
"@jeikeeyi alhamdulillah baik, sudah, jadi suatu hari saya bangun lalu saya bergegas absen lalu saya tidur lagi, setelah itu saya pembelajaran jarak jauh, setelah itu saya tidur kembali, gatau ah gwe cape",Negatif,alhamdulillah baik sudah jadi suatu hari saya bangun lalu saya bergegas absen lalu saya tidur lagi setelah itu saya pembelajaran jarak jauh setelah itu saya tidur kembali gatau ah gwe cape,alhamdulillah baik sudah jadi suatu hari saya bangun lalu saya bergegas absen lalu saya tidur lagi setelah itu saya pembelajaran jarak jauh setelah itu saya tidur kembali gatau ah gwe cape,"['alhamdulillah', 'baik', 'sudah', 'jadi', 'suatu', 'hari', 'saya', 'bangun', 'lalu', 'saya', 'bergegas', 'absen', 'lalu', 'saya', 'tidur', 'lagi', 'setelah', 'itu', 'saya', 'pembelajaran', 'jarak', 'jauh', 'setelah', 'itu', 'saya', 'tidur', 'kembali', 'gatau', 'ah', 'gwe', 'cape']","['alhamdulillah', 'baik', 'sudah', 'jadi', 'suatu', 'hari', 'saya', 'bangun', 'lalu', 'saya', 'bergegas', 'absen', 'lalu', 'saya', 'tidur', 'lagi', 'setelah', 'itu', 'saya', 'pembelajaran', 'jarak', 'jauh', 'setelah', 'itu', 'saya', 'tidur', 'kembali', 'gatau', 'ah', 'gwe', 'capai']","['alhamdulillah', 'bangun', 'bergegas', 'absen', 'tidur', 'pembelajaran', 'jarak', 'tidur', 'gatau', 'ah', 'gwe', 'capai']",alhamdulillah bangun gegas absen tidur ajar jarak tidur gatau ah gwe capai
"Pandemi belum berakhir. Belajar jarak jauh pun masih dilakukan oleh anak-anak.
Kesulitan apa yang dialami orang tua, guru, dan siswa selama PJJ ya?

Yuk, baca curhatan guru wali murid selama pandemi dari post blog mbak @syarifani89 

https://t.co/R64lPWKsgX

Hari Bumi",Negatif,Pandemi belum berakhir Belajar jarak jauh pun masih dilakukan oleh anakanak Kesulitan apa yang dialami orang tua guru dan siswa selama PJJ ya Yuk baca curhatan guru wali murid selama pandemi dari post blog mbak Hari Bumi,pandemi belum berakhir belajar jarak jauh pun masih dilakukan oleh anakanak kesulitan apa yang dialami orang tua guru dan siswa selama pjj ya yuk baca curhatan guru wali murid selama pandemi dari post blog mbak hari bumi,"['pandemi', 'belum', 'berakhir', 'belajar', 'jarak', 'jauh', 'pun', 'masih', 'dilakukan', 'oleh', 'anakanak', 'kesulitan', 'apa', 'yang', 'dialami', 'orang', 'tua', 'guru', 'dan', 'siswa', 'selama', 'pjj', 'ya', 'yuk', 'baca', 'curhatan', 'guru', 'wali', 'murid', 'selama', 'pandemi', 'dari', 'post', 'blog', 'mbak', 'hari', 'bumi']","['pandemi', 'belum', 'berakhir', 'belajar', 'jarak', 'jauh', 'pun', 'masih', 'dilakukan', 'oleh', 'anakanak', 'kesulitan', 'apa', 'yang', 'dialami', 'orang', 'tua', 'guru', 'dan', 'siswa', 'selama', 'pjj', 'ya', 'yuk', 'baca', 'curhatan', 'guru', 'wali', 'murid', 'selama', 'pandemi', 'dari', 'post', 'blog', 'mbak', 'hari', 'bumi']","['pandemi', 'belajar', 'jarak', 'anakanak', 'kesulitan', 'dialami', 'orang', 'tua', 'guru', 'siswa', 'pjj', 'yuk', 'baca', 'curhatan', 'guru', 'wali', 'murid', 'pandemi', 'post', 'blog', 'mbak', 'bumi']",pandemi ajar jarak anakanak sulit alami orang tua guru siswa pjj yuk baca curhatan guru wali murid pandemi post blog mbak bumi
Keterbatasan infrastruktur serta gangguan kesehatan psikologis siswa menjadi pemicu utama dalam permasalahan pembelajaran jarak jauh. https://t.co/SdMVwMcxxQ,Negatif,Keterbatasan infrastruktur serta gangguan kesehatan psikologis siswa menjadi pemicu utama dalam permasalahan pembelajaran jarak jauh,keterbatasan infrastruktur serta gangguan kesehatan psikologis siswa menjadi pemicu utama dalam permasalahan pembelajaran jarak jauh,"['keterbatasan', 'infrastruktur', 'serta', 'gangguan', 'kesehatan', 'psikologis', 'siswa', 'menjadi', 'pemicu', 'utama', 'dalam', 'permasalahan', 'pembelajaran', 'jarak', 'jauh']","['keterbatasan', 'infrastruktur', 'serta', 'gangguan', 'kesehatan', 'psikologis', 'siswa', 'menjadi', 'pemicu', 'utama', 'dalam', 'permasalahan', 'pembelajaran', 'jarak', 'jauh']","['keterbatasan', 'infrastruktur', 'gangguan', 'kesehatan', 'psikologis', 'siswa', 'pemicu', 'utama', 'permasalahan', 'pembelajaran', 'jarak']",batas infrastruktur ganggu sehat psikologis siswa picu utama masalah ajar jarak
"Hayo siapa buibu yang gak puyeng nemenin anak-anak PJJ? Hihi..
Apalagi kalau pas belajar daring trus sinyal internetnya jelek, duhhh pengen banting-banting apaaa gitu, haha..
Eh tapi mbak @syarifani89 punya solusinya, nih.. biar internet lancar!

https://t.co/EULeoA0x2b
Hari Bumi",Negatif,Hayo siapa buibu yang gak puyeng nemenin anakanak PJJ Hihi Apalagi kalau pas belajar daring trus sinyal internetnya jelek duhhh pengen bantingbanting apaaa gitu haha Eh tapi mbak punya solusinya nih biar internet lancar Hari Bumi,hayo siapa buibu yang gak puyeng nemenin anakanak pjj hihi apalagi kalau pas belajar daring trus sinyal internetnya jelek duhhh pengen bantingbanting apaaa gitu haha eh tapi mbak punya solusinya nih biar internet lancar hari bumi,"['hayo', 'siapa', 'buibu', 'yang', 'gak', 'puyeng', 'nemenin', 'anakanak', 'pjj', 'hihi', 'apalagi', 'kalau', 'pas', 'belajar', 'daring', 'trus', 'sinyal', 'internetnya', 'jelek', 'duhhh', 'pengen', 'bantingbanting', 'apaaa', 'gitu', 'haha', 'eh', 'tapi', 'mbak', 'punya', 'solusinya', 'nih', 'biar', 'internet', 'lancar', 'hari', 'bumi']","['hayo', 'siapa', 'buibu', 'yang', 'tidak', 'puyeng', 'menemani', 'anakanak', 'pjj', 'hihi', 'apalagi', 'kalau', 'pas', 'belajar', 'daring', 'terus', 'sinyal', 'internetnya', 'jelek', 'duhhh', 'pengen', 'bantingbanting', 'apaaa', 'begitu', 'haha', 'eh', 'tetapi', 'mbak', 'punya', 'solusinya', 'nih', 'biar', 'internet', 'lancar', 'hari', 'bumi']","['hayo', 'buibu', 'puyeng', 'menemani', 'anakanak', 'pjj', 'hihi', 'pas', 'belajar', 'daring', 'sinyal', 'internetnya', 'jelek', 'duhhh', 'pengen', 'bantingbanting', 'apaaa', 'haha', 'eh', 'mbak', 'solusinya', 'internet', 'lancar', 'bumi']",hayo buibu puyeng tani anakanak pjj hihi pas ajar daring sinyal internetnya jelek duhhh ken bantingbanting apaaa haha eh mbak solusi internet lancar bumi
"PJJ dan BDR memang harus didukung oleh internet yang tajam, lancar dengan harga bersahabat.
Supaya mendukung anak-anak kita spy bersemangat sekolahnya.

Adakah provider dengan paket lengkap seperti ini? Mbak @syarifani89 bisikin nih

https://t.co/FSbugBixTG

Hari Bumi",Positif,PJJ dan BDR memang harus didukung oleh internet yang tajam lancar dengan harga bersahabat Supaya mendukung anakanak kita spy bersemangat sekolahnya Adakah provider dengan paket lengkap seperti ini Mbak bisikin nih Hari Bumi,pjj dan bdr memang harus didukung oleh internet yang tajam lancar dengan harga bersahabat supaya mendukung anakanak kita spy bersemangat sekolahnya adakah provider dengan paket lengkap seperti ini mbak bisikin nih hari bumi,"['pjj', 'dan', 'bdr', 'memang', 'harus', 'didukung', 'oleh', 'internet', 'yang', 'tajam', 'lancar', 'dengan', 'harga', 'bersahabat', 'supaya', 'mendukung', 'anakanak', 'kita', 'spy', 'bersemangat', 'sekolahnya', 'adakah', 'provider', 'dengan', 'paket', 'lengkap', 'seperti', 'ini', 'mbak', 'bisikin', 'nih', 'hari', 'bumi']","['pjj', 'dan', 'bdr', 'memang', 'harus', 'didukung', 'oleh', 'internet', 'yang', 'tajam', 'lancar', 'dengan', 'harga', 'bersahabat', 'supaya', 'mendukung', 'anakanak', 'kita', 'supaya', 'bersemangat', 'sekolahnya', 'adakah', 'provider', 'dengan', 'paket', 'lengkap', 'seperti', 'ini', 'mbak', 'bisikin', 'nih', 'hari', 'bumi']","['pjj', 'bdr', 'didukung', 'internet', 'tajam', 'lancar', 'harga', 'bersahabat', 'mendukung', 'anakanak', 'bersemangat', 'sekolahnya', 'adakah', 'provider', 'paket', 'lengkap', 'mbak', 'bisikin', 'bumi']",pjj bdr dukung internet tajam lancar harga sahabat dukung anakanak semangat sekolah ada provider paket lengkap mbak bisikin bumi
"Dalam sambutannya, Sekjen Kemenkumham menyampaikan pelatihan Dasar CPNS akan menggunakan kurikulum pembelajaran jarak jauh (distance learning) selama 70 hari yang meliputi 35 hari pembelajaran online distance learning, 30 hari aktualisasi diri, 5 hari evaluasi aktualisasi diri. https://t.co/tpIRH7ar5F",Positif,Dalam sambutannya Sekjen Kemenkumham menyampaikan pelatihan Dasar CPNS akan menggunakan kurikulum pembelajaran jarak jauh distance learning selama hari yang meliputi hari pembelajaran online distance learning hari aktualisasi diri hari evaluasi aktualisasi diri,dalam sambutannya sekjen kemenkumham menyampaikan pelatihan dasar cpns akan menggunakan kurikulum pembelajaran jarak jauh distance learning selama hari yang meliputi hari pembelajaran online distance learning hari aktualisasi diri hari evaluasi aktualisasi diri,"['dalam', 'sambutannya', 'sekjen', 'kemenkumham', 'menyampaikan', 'pelatihan', 'dasar', 'cpns', 'akan', 'menggunakan', 'kurikulum', 'pembelajaran', 'jarak', 'jauh', 'distance', 'learning', 'selama', 'hari', 'yang', 'meliputi', 'hari', 'pembelajaran', 'online', 'distance', 'learning', 'hari', 'aktualisasi', 'diri', 'hari', 'evaluasi', 'aktualisasi', 'diri']","['dalam', 'sambutannya', 'sekjen', 'kemenkumham', 'menyampaikan', 'pelatihan', 'dasar', 'cpns', 'akan', 'menggunakan', 'kurikulum', 'pembelajaran', 'jarak', 'jauh', 'distance', 'learning', 'selama', 'hari', 'yang', 'meliputi', 'hari', 'pembelajaran', 'online', 'distance', 'learning', 'hari', 'aktualisasi', 'diri', 'hari', 'evaluasi', 'aktualisasi', 'diri']","['sambutannya', 'sekjen', 'kemenkumham', 'pelatihan', 'dasar', 'cpns', 'kurikulum', 'pembelajaran', 'jarak', 'distance', 'learning', 'meliputi', 'pembelajaran', 'online', 'distance', 'learning', 'aktualisasi', 'evaluasi', 'aktualisasi']",sambut sekjen kemenkumham latih dasar cpns kurikulum ajar jarak distance learning liput ajar online distance learning aktualisasi evaluasi aktualisasi
"ternyata jarak bukan hanya soal jauh dan dekat, tapi juga soal banya rasa. ada rindu dan harapan, sering ada kecewa dan kesedihan. terkadang malah ada pembelajaran yang berakhir ikhlas meski tak harus melupakan.",Negatif,ternyata jarak bukan hanya soal jauh dan dekat tapi juga soal banya rasa ada rindu dan harapan sering ada kecewa dan kesedihan terkadang malah ada pembelajaran yang berakhir ikhlas meski tak harus melupakan,ternyata jarak bukan hanya soal jauh dan dekat tapi juga soal banya rasa ada rindu dan harapan sering ada kecewa dan kesedihan terkadang malah ada pembelajaran yang berakhir ikhlas meski tak harus melupakan,"['ternyata', 'jarak', 'bukan', 'hanya', 'soal', 'jauh', 'dan', 'dekat', 'tapi', 'juga', 'soal', 'banya', 'rasa', 'ada', 'rindu', 'dan', 'harapan', 'sering', 'ada', 'kecewa', 'dan', 'kesedihan', 'terkadang', 'malah', 'ada', 'pembelajaran', 'yang', 'berakhir', 'ikhlas', 'meski', 'tak', 'harus', 'melupakan']","['ternyata', 'jarak', 'bukan', 'hanya', 'soal', 'jauh', 'dan', 'dekat', 'tetapi', 'juga', 'soal', 'banyak', 'rasa', 'ada', 'rindu', 'dan', 'harapan', 'sering', 'ada', 'kecewa', 'dan', 'kesedihan', 'terkadang', 'malah', 'ada', 'pembelajaran', 'yang', 'berakhir', 'ikhlas', 'meski', 'tak', 'harus', 'melupakan']","['jarak', 'rindu', 'harapan', 'kecewa', 'kesedihan', 'terkadang', 'pembelajaran', 'ikhlas', 'melupakan']",jarak rindu harap kecewa sedih terkadang ajar ikhlas lupa
"Selama PJJ memang banyak kendala nih, salah satunya jaringan internet yang kembang kempis. Kak @syarifani89 jg punya cerita nih, sekaligus kasih solusinya di sini https://t.co/igT0v7nbqe
Artikel kece nih di Hari Bumi, baca yuk",Negatif,Selama PJJ memang banyak kendala nih salah satunya jaringan internet yang kembang kempis Kak jg punya cerita nih sekaligus kasih solusinya di sini Artikel kece nih di Hari Bumi baca yuk,selama pjj memang banyak kendala nih salah satunya jaringan internet yang kembang kempis kak jg punya cerita nih sekaligus kasih solusinya di sini artikel kece nih di hari bumi baca yuk,"['selama', 'pjj', 'memang', 'banyak', 'kendala', 'nih', 'salah', 'satunya', 'jaringan', 'internet', 'yang', 'kembang', 'kempis', 'kak', 'jg', 'punya', 'cerita', 'nih', 'sekaligus', 'kasih', 'solusinya', 'di', 'sini', 'artikel', 'kece', 'nih', 'di', 'hari', 'bumi', 'baca', 'yuk']","['selama', 'pjj', 'memang', 'banyak', 'kendala', 'nih', 'salah', 'satunya', 'jaringan', 'internet', 'yang', 'kembang', 'kempis', 'kak', 'juga', 'punya', 'cerita', 'nih', 'sekaligus', 'kasih', 'solusinya', 'di', 'sini', 'artikel', 'kece', 'nih', 'di', 'hari', 'bumi', 'baca', 'yuk']","['pjj', 'kendala', 'salah', 'satunya', 'jaringan', 'internet', 'kembang', 'kempis', 'kak', 'cerita', 'kasih', 'solusinya', 'artikel', 'kece', 'bumi', 'baca', 'yuk']",pjj kendala salah satu jaring internet kembang kempis kak cerita kasih solusi artikel kece bumi baca yuk
"PJJ memang masih jadi problem orang tua, terutama masalah internet. Untuk buk  @syarifani89 pakai @smartfrenworld @SF_Community_ yang lancar dan sangat membantu masalah jaringan.
Hari Bumi
https://t.co/znoyyur0Sy",Negatif,PJJ memang masih jadi problem orang tua terutama masalah internet Untuk buk pakai Community yang lancar dan sangat membantu masalah jaringan Hari Bumi,pjj memang masih jadi problem orang tua terutama masalah internet untuk buk pakai community yang lancar dan sangat membantu masalah jaringan hari bumi,"['pjj', 'memang', 'masih', 'jadi', 'problem', 'orang', 'tua', 'terutama', 'masalah', 'internet', 'untuk', 'buk', 'pakai', 'community', 'yang', 'lancar', 'dan', 'sangat', 'membantu', 'masalah', 'jaringan', 'hari', 'bumi']","['pjj', 'memang', 'masih', 'jadi', 'problem', 'orang', 'tua', 'terutama', 'masalah', 'internet', 'untuk', 'buk', 'pakai', 'community', 'yang', 'lancar', 'dan', 'sangat', 'membantu', 'masalah', 'jaringan', 'hari', 'bumi']","['pjj', 'problem', 'orang', 'tua', 'internet', 'buk', 'pakai', 'community', 'lancar', 'membantu', 'jaringan', 'bumi']",pjj problem orang tua internet buk pakai community lancar bantu jaring bumi
"Wahh, PJJ emang banyak DRAMA Kumbaranya ya!
Anak2, ortu, guru, semua pd sutris gegara PJJ :D 
Etapiii, @syarifani89 punya solusi jitu, lho. 
Pakai @smartfrenworld @SF_Community_ 

https://t.co/rYlN198nPi

Hari Bumi",Negatif,Wahh PJJ emang banyak DRAMA Kumbaranya ya Anak ortu guru semua pd sutris gegara PJJ  Etapiii punya solusi jitu lho Pakai Community Hari Bumi,wahh pjj emang banyak drama kumbaranya ya anak ortu guru semua pd sutris gegara pjj  etapiii punya solusi jitu lho pakai community hari bumi,"['wahh', 'pjj', 'emang', 'banyak', 'drama', 'kumbaranya', 'ya', 'anak', 'ortu', 'guru', 'semua', 'pd', 'sutris', 'gegara', 'pjj', 'etapiii', 'punya', 'solusi', 'jitu', 'lho', 'pakai', 'community', 'hari', 'bumi']","['wahh', 'pjj', 'memang', 'banyak', 'drama', 'kumbaranya', 'ya', 'anak', 'orangtua', 'guru', 'semua', 'pada', 'sutris', 'gegara', 'pjj', 'etapiii', 'punya', 'solusi', 'jitu', 'lho', 'pakai', 'community', 'hari', 'bumi']","['wahh', 'pjj', 'drama', 'kumbaranya', 'anak', 'orangtua', 'guru', 'sutris', 'gegara', 'pjj', 'etapiii', 'solusi', 'jitu', 'lho', 'pakai', 'community', 'bumi']",wahh pjj drama kumbaranya anak orangtua guru sutris gegara pjj etapiii solusi jitu lho pakai community bumi
